,Conglomerado,Anio,Estado,Municipio,Causa,ImpactoVegetacion,ImpactoSuelo,ImpactoAgua,Observaciones
1065,74012,2009,Oaxaca,Santa Maria Chimalapa,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Potrero
1066,74012,2009,Oaxaca,Santa Maria Chimalapa,Pastoreo,No perceptible,Menor,No perceptible,Bovinos
1067,74132,2009,Oaxaca,Putla Villa de Guerrero,Apertura de caminos,Menor,Menor,No perceptible,veredas
1068,74132,2009,Oaxaca,Putla Villa de Guerrero,Aprovechamientos forestales,Menor,Menor,No perceptible,"postes, leña"
1069,74132,2009,Oaxaca,Putla Villa de Guerrero,Pastoreo,Menor,Menor,No perceptible,ganado bovino
1070,74137,2009,Oaxaca,Santa Lucia Monteverde,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Cultivo de maíz
1071,74137,2009,Oaxaca,Santa Lucia Monteverde,Pastoreo,Menor,Menor,No perceptible,Vacuno
1072,74137,2009,Oaxaca,Santa Lucia Monteverde,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
1073,74162,2009,Oaxaca,San Bartolome Quialana,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tala clandestina
1074,74162,2009,Oaxaca,San Bartolome Quialana,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Insectos, plantas parásitas y epífitas"
1075,74167,2009,Oaxaca,San Lorenzo Albarradas,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Agricultura
1076,74167,2009,Oaxaca,San Lorenzo Albarradas,Incendios,Menor,No perceptible,No perceptible,Afectó mayormente arbustos
1077,74167,2009,Oaxaca,San Lorenzo Albarradas,Plagas y enfermedades,Menor,No perceptible,No perceptible,Presencia de insectos
1078,74172,2009,Oaxaca,San Pedro Quiatoni,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Extracto de leña para auto consumo
1079,74172,2009,Oaxaca,San Pedro Quiatoni,Incendios,Menor,No perceptible,No perceptible,Incendios forestales
1080,74172,2009,Oaxaca,San Pedro Quiatoni,Plagas y enfermedades,Mayor,No perceptible,No perceptible,Hongos e insectos
1081,74177,2009,Oaxaca,San Juan Juquila Mixes,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tala clandestina
1082,74177,2009,Oaxaca,San Juan Juquila Mixes,Pastoreo,Menor,No perceptible,No perceptible,Ganado vacuno
1083,74177,2009,Oaxaca,San Juan Juquila Mixes,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos
1084,74187,2009,Oaxaca,Guevea de Humboldt,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Potrero
1085,74187,2009,Oaxaca,Guevea de Humboldt,Pastoreo,Menor,No perceptible,No perceptible,Ganaderia extensiva
1086,74197,2009,Oaxaca,Asuncion Ixtaltepec,Apertura de caminos,Mediana,Mediana,No perceptible,Veredas
1087,74197,2009,Oaxaca,Asuncion Ixtaltepec,Aprovechamientos forestales,Mayor,Mediana,Mediana,Tala clandestina
1088,74197,2009,Oaxaca,Asuncion Ixtaltepec,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,En pastizal
1089,74197,2009,Oaxaca,Asuncion Ixtaltepec,Huracanes,Menor,No perceptible,Menor,Ramas caídas en el arbolado
1090,74197,2009,Oaxaca,Asuncion Ixtaltepec,Incendios,Mediana,Mediana,No perceptible,"Incendios, años anteriores"
1091,74197,2009,Oaxaca,Asuncion Ixtaltepec,Pastoreo,Mediana,Menor,No perceptible,Ganado vacuno
1092,74329,2009,Oaxaca,Mesones Hidalgo,Apertura de caminos,Mediana,Mediana,Menor,Veredas
1093,74329,2009,Oaxaca,Mesones Hidalgo,Aprovechamientos forestales,Mediana,Menor,No perceptible,Obtención de leña
1094,74329,2009,Oaxaca,Mesones Hidalgo,Incendios,Mediana,No perceptible,No perceptible,Se sucitó hace un año
1095,74334,2009,Oaxaca,San Andres Cabecera Nueva,Huracanes,Menor,No perceptible,No perceptible,arboles derribados
1096,74344,2009,Oaxaca,San Francisco Cahuacuá,Huracanes,No perceptible,No perceptible,No perceptible,Fuertes vientos
1097,74344,2009,Oaxaca,San Francisco Cahuacuá,Incendios,Menor,No perceptible,No perceptible,Incendio forestal
1098,74344,2009,Oaxaca,San Francisco Cahuacuá,Pastoreo,No perceptible,No perceptible,No perceptible,Ganado vacuno
1099,74344,2009,Oaxaca,San Francisco Cahuacuá,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos
1100,74349,2009,Oaxaca,San Antonino el Alto,Aprovechamientos forestales,Menor,No perceptible,No perceptible,"Tala, extracción de leña"
1101,74349,2009,Oaxaca,San Antonino el Alto,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Agricultura de temporal y ganadería
1102,74349,2009,Oaxaca,San Antonino el Alto,Huracanes,No perceptible,No perceptible,No perceptible,Fuertes vientos
1103,74349,2009,Oaxaca,San Antonino el Alto,Incendios,Menor,No perceptible,No perceptible,"Quemas agropecuarias, Roza tumba y quema"
1104,74349,2009,Oaxaca,San Antonino el Alto,Pastoreo,No perceptible,No perceptible,No perceptible,Ganado vacuno
1105,74349,2009,Oaxaca,San Antonino el Alto,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos y hongos
1106,74354,2009,Oaxaca,San Bernardo Mixtepec,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Extracción de leña
1107,74354,2009,Oaxaca,San Bernardo Mixtepec,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Agricultura de temporal
1108,74354,2009,Oaxaca,San Bernardo Mixtepec,Huracanes,No perceptible,No perceptible,No perceptible,Fuertes vientos
1109,74354,2009,Oaxaca,San Bernardo Mixtepec,Pastoreo,No perceptible,No perceptible,No perceptible,Ganado vacuno
1110,74354,2009,Oaxaca,San Bernardo Mixtepec,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Insectos y hongos
1111,74364,2009,Oaxaca,Santiago Matatlan,Aprovechamientos forestales,Mediana,Menor,Menor,Tala clandestina
1112,74364,2009,Oaxaca,Santiago Matatlan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos y plantas parásitas
1113,74374,2009,Oaxaca,San Pedro Quiatoni,Apertura de caminos,No perceptible,No perceptible,No perceptible,Veredas
1114,74374,2009,Oaxaca,San Pedro Quiatoni,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Extracción de leña
1115,74374,2009,Oaxaca,San Pedro Quiatoni,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Agricultura (Agave sp)
1116,74374,2009,Oaxaca,San Pedro Quiatoni,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos y hongos
1117,74384,2009,Oaxaca,Santiago Lachiguiri,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tala clandestina
1118,74394,2009,Oaxaca,El Barrio de la Soledad,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Pastizal
1119,74394,2009,Oaxaca,El Barrio de la Soledad,Incendios,Menor,No perceptible,No perceptible,Años anteriores
1120,74394,2009,Oaxaca,El Barrio de la Soledad,Pastoreo,Menor,Mayor,No perceptible,Ganado bovino
1121,74399,2009,Oaxaca,San Miguel Chimalapa,Pastoreo,Mediana,Mediana,No perceptible,Vacas y potreros
1122,74414,2009,Oaxaca,San Miguel Chimalapa,Pastoreo,Menor,No perceptible,No perceptible,Bovinos
1123,74536,2009,Oaxaca,San Andres Cabecera Nueva,Pastoreo,Menor,Menor,No perceptible,Vacuno
1124,74536,2009,Oaxaca,San Andres Cabecera Nueva,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Defoliador
1125,74546,2009,Oaxaca,Zapotitlan del Rio,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Extraccion de leña
1126,74546,2009,Oaxaca,Zapotitlan del Rio,Huracanes,No perceptible,No perceptible,No perceptible,Fuertes vientos
1127,74546,2009,Oaxaca,Zapotitlan del Rio,Incendios,No perceptible,No perceptible,No perceptible,Incendio Forestal
1128,74546,2009,Oaxaca,Zapotitlan del Rio,Pastoreo,No perceptible,No perceptible,No perceptible,Ganado vacuno
1129,74546,2009,Oaxaca,Zapotitlan del Rio,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos
1130,74551,2009,Oaxaca,San Antonino el Alto,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Extracción de leña
1131,74551,2009,Oaxaca,San Antonino el Alto,Incendios,No perceptible,No perceptible,No perceptible,Incendio forestal
1132,74551,2009,Oaxaca,San Antonino el Alto,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos
1133,74561,2009,Oaxaca,San Miguel Tilquiápam,Apertura de caminos,Menor,Menor,No perceptible,Vereda
1134,74561,2009,Oaxaca,San Miguel Tilquiápam,Pastoreo,Mediana,Mayor,Menor,Ganado caprino y vacuno
1135,74566,2009,Oaxaca,San Dionisio Ocotepec,Pastoreo,Menor,No perceptible,No perceptible,Ganado vacuno
1136,74566,2009,Oaxaca,San Dionisio Ocotepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos
1137,74571,2009,Oaxaca,San Pedro Quiatoni,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Extracción forestal
1138,74571,2009,Oaxaca,San Pedro Quiatoni,Incendios,Menor,No perceptible,No perceptible,Incedios forestales
1139,74571,2009,Oaxaca,San Pedro Quiatoni,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Hongos e insectos
1140,74591,2009,Oaxaca,Santo Domingo Petapa,Incendios,Menor,No perceptible,No perceptible,Incendio forestal
1141,74596,2009,Oaxaca,Asuncion Ixtaltepec,Uso del suelo diferente al forestal,Mayor,Menor,No perceptible,Pastizal
1142,74596,2009,Oaxaca,Asuncion Ixtaltepec,Incendios,Mediana,Menor,No perceptible,Superficial
1143,74596,2009,Oaxaca,Asuncion Ixtaltepec,Pastoreo,No perceptible,No perceptible,No perceptible,Ganado bovino
1144,74734,2009,Oaxaca,Santa Maria Zacatepec,Apertura de caminos,Menor,No perceptible,No perceptible,Veredas
1145,74734,2009,Oaxaca,Santa Maria Zacatepec,Pastoreo,No perceptible,No perceptible,No perceptible,Ganado vacuno
1146,74739,2009,Oaxaca,Santa Cruz Itundujia,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Cultivo de maíz
1147,74739,2009,Oaxaca,Santa Cruz Itundujia,Incendios,Menor,No perceptible,No perceptible,Quema agropecuaria
1148,74739,2009,Oaxaca,Santa Cruz Itundujia,Pastoreo,Menor,Menor,No perceptible,Vacuno
1149,74744,2009,Oaxaca,Zapotitlan del Rio,Huracanes,Menor,No perceptible,No perceptible,Fuertes vientos
1150,74744,2009,Oaxaca,Zapotitlan del Rio,Incendios,No perceptible,No perceptible,No perceptible,Incendio forestal
1151,74744,2009,Oaxaca,Zapotitlan del Rio,Pastoreo,No perceptible,No perceptible,No perceptible,Ganado vacuno
1152,74744,2009,Oaxaca,Zapotitlan del Rio,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos y hongos
1153,74749,2009,Oaxaca,Villa Sola de Vega,Huracanes,No perceptible,No perceptible,No perceptible,arboles tirados
1154,74749,2009,Oaxaca,Villa Sola de Vega,Incendios,Mediana,No perceptible,No perceptible,Incendio forestal
1155,74749,2009,Oaxaca,Villa Sola de Vega,Pastoreo,No perceptible,No perceptible,No perceptible,Ganado vacuno
1156,74749,2009,Oaxaca,Villa Sola de Vega,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos
1157,74754,2009,Oaxaca,San Miguel Mixtepec,Apertura de caminos,Mediana,Menor,No perceptible,Brecha de terracería
1158,74754,2009,Oaxaca,San Miguel Mixtepec,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Extraccion de madera
1159,74754,2009,Oaxaca,San Miguel Mixtepec,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Agricultura de temporal
1160,74754,2009,Oaxaca,San Miguel Mixtepec,Huracanes,No perceptible,No perceptible,No perceptible,Vientos
1161,74754,2009,Oaxaca,San Miguel Mixtepec,Incendios,Menor,No perceptible,No perceptible,Superficial
1162,74754,2009,Oaxaca,San Miguel Mixtepec,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos y hongos
1163,74774,2009,Oaxaca,San Pedro Quiatoni,Apertura de caminos,Menor,Menor,No perceptible,veredas
1164,74774,2009,Oaxaca,San Pedro Quiatoni,Incendios,Menor,No perceptible,No perceptible,superficial
1165,74774,2009,Oaxaca,San Pedro Quiatoni,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Hongos e insectos
1166,74789,2009,Oaxaca,Santa Maria Guienagati,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos
1167,74799,2009,Oaxaca,Asuncion Ixtaltepec,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Extracción de leña
1168,74799,2009,Oaxaca,Asuncion Ixtaltepec,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno
1169,74938,2009,Oaxaca,San Andres Cabecera Nueva,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos
1170,74948,2009,Oaxaca,Santiago Textitlan,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Extraccion de madera
1171,74948,2009,Oaxaca,Santiago Textitlan,Huracanes,No perceptible,No perceptible,No perceptible,Fuertes vientos
1172,74948,2009,Oaxaca,Santiago Textitlan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos y hongos
1173,74953,2009,Oaxaca,Santa Maria Lachixío,Apertura de caminos,Menor,Menor,No perceptible,Brecha
1174,74953,2009,Oaxaca,Santa Maria Lachixío,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Extracción de madera
1175,74953,2009,Oaxaca,Santa Maria Lachixío,Huracanes,No perceptible,No perceptible,No perceptible,Fuertes vientos
1176,74953,2009,Oaxaca,Santa Maria Lachixío,Incendios,Menor,No perceptible,No perceptible,Incendio forestal
1177,74953,2009,Oaxaca,Santa Maria Lachixío,Plagas y enfermedades,Mediana,Menor,No perceptible,Insectos
1178,74968,2009,Oaxaca,San Pedro Totolapa,Pastoreo,Menor,No perceptible,No perceptible,Ganado vacuno
1179,74968,2009,Oaxaca,San Pedro Totolapa,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos y plantas parásitas
1180,75135,2009,Oaxaca,Santa Maria Zacatepec,Apertura de caminos,Mediana,Menor,No perceptible,Brecha proxima
1181,75135,2009,Oaxaca,Santa Maria Zacatepec,Aprovechamientos forestales,Mediana,Menor,No perceptible,"Leña, postes"
1182,75135,2009,Oaxaca,Santa Maria Zacatepec,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Potreros
1183,75135,2009,Oaxaca,Santa Maria Zacatepec,Incendios,Mediana,Menor,No perceptible,Quemas agropecuarias
1184,75135,2009,Oaxaca,Santa Maria Zacatepec,Pastoreo,Mediana,Menor,Menor,Ganado bovino
1185,75135,2009,Oaxaca,Santa Maria Zacatepec,Plagas y enfermedades,Mediana,Menor,No perceptible,Insectos
1186,75150,2009,Oaxaca,Santiago Textitlan,Aprovechamientos forestales,Mediana,Menor,No perceptible,Aprovechamiento local: leña
1187,75150,2009,Oaxaca,Santiago Textitlan,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Agricultura temporal
1188,75150,2009,Oaxaca,Santiago Textitlan,Huracanes,No perceptible,No perceptible,No perceptible,Fuertes vientos
1189,75150,2009,Oaxaca,Santiago Textitlan,Incendios,Mediana,Menor,No perceptible,Rosa tumba y quema
1190,75150,2009,Oaxaca,Santiago Textitlan,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Insectos
1191,75155,2009,Oaxaca,Villa Sola de Vega,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Extracción de leña
1192,75155,2009,Oaxaca,Villa Sola de Vega,Incendios,Menor,No perceptible,No perceptible,Superficial
1193,75155,2009,Oaxaca,Villa Sola de Vega,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno
1194,75155,2009,Oaxaca,Villa Sola de Vega,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos
1195,75175,2009,Oaxaca,San Carlos Yautepec,Apertura de caminos,Menor,No perceptible,No perceptible,carretera federal
1196,75175,2009,Oaxaca,San Carlos Yautepec,Incendios,Mediana,Menor,No perceptible,Superficial
1197,75175,2009,Oaxaca,San Carlos Yautepec,Lineas Electricas,No perceptible,No perceptible,No perceptible,Línea Electrica
1198,75175,2009,Oaxaca,San Carlos Yautepec,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos
1199,75185,2009,Oaxaca,Santa Maria Totolapilla,Huracanes,Menor,No perceptible,No perceptible,Ramas tiradas
1200,75185,2009,Oaxaca,Santa Maria Totolapilla,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno
1201,75185,2009,Oaxaca,Santa Maria Totolapilla,Plagas y enfermedades,Mediana,Menor,No perceptible,"Defoliador, hongos"
1202,75195,2009,Oaxaca,Ciudad Ixtepec,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,"Cultivo de temporal, pastizal"
1203,75195,2009,Oaxaca,Ciudad Ixtepec,Pastoreo,Menor,No perceptible,No perceptible,Vacuno
1204,75195,2009,Oaxaca,Ciudad Ixtepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos
1205,75205,2009,Oaxaca,Santiago Niltepec,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Corte
1206,75205,2009,Oaxaca,Santiago Niltepec,Incendios,Menor,No perceptible,No perceptible,Años anteriores
1207,75205,2009,Oaxaca,Santiago Niltepec,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos
1208,75342,2009,Oaxaca,Santa Maria Zaniza,Apertura de caminos,No perceptible,No perceptible,No perceptible,Vereda
1209,75342,2009,Oaxaca,Santa Maria Zaniza,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Extraccion de leña
1210,75342,2009,Oaxaca,Santa Maria Zaniza,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Agricultura de temporal
1211,75342,2009,Oaxaca,Santa Maria Zaniza,Huracanes,No perceptible,No perceptible,No perceptible,fuertes vientos
1212,75342,2009,Oaxaca,Santa Maria Zaniza,Incendios,Mediana,No perceptible,No perceptible,Quema agropecuaria
1213,75342,2009,Oaxaca,Santa Maria Zaniza,Pastoreo,No perceptible,No perceptible,No perceptible,ganado vacuno impacto ligero
1214,75342,2009,Oaxaca,Santa Maria Zaniza,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos
1215,75352,2009,Oaxaca,Ayoquezco de Aldama,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tala clandestina
1216,75352,2009,Oaxaca,Ayoquezco de Aldama,Uso del suelo diferente al forestal,Menor,Mediana,No perceptible,Agricultura y ganadería
1217,75352,2009,Oaxaca,Ayoquezco de Aldama,Pastoreo,Menor,No perceptible,No perceptible,Ganado Vacuno
1218,75352,2009,Oaxaca,Ayoquezco de Aldama,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos y plantas parásitas
1219,75357,2009,Oaxaca,Ejutla de Crespo,Aprovechamientos forestales,Menor,Menor,No perceptible,Tala clandestina
1220,75357,2009,Oaxaca,Ejutla de Crespo,Plagas y enfermedades,Menor,Menor,No perceptible,Insectos y plantas parásitas
1221,75377,2009,Oaxaca,Magdalena Tequisistlan,Apertura de caminos,Mediana,Menor,No perceptible,Brecha para sacar madera
1222,75377,2009,Oaxaca,Magdalena Tequisistlan,Huracanes,Menor,No perceptible,No perceptible,Afectación por viento
1223,75377,2009,Oaxaca,Magdalena Tequisistlan,Incendios,No perceptible,No perceptible,No perceptible,Troncos quemados tirados
1224,75377,2009,Oaxaca,Magdalena Tequisistlan,Pastoreo,No perceptible,Menor,No perceptible,Ganado vacuno
1225,75517,2009,Oaxaca,Santa Maria Ipalapa,Apertura de caminos,Mediana,Menor,No perceptible,Veredas
1226,75517,2009,Oaxaca,Santa Maria Ipalapa,Aprovechamientos forestales,Mediana,Menor,No perceptible,Postes leña
1227,75517,2009,Oaxaca,Santa Maria Ipalapa,Incendios,Mediana,Menor,No perceptible,Superficial
1228,75517,2009,Oaxaca,Santa Maria Ipalapa,Pastoreo,Mediana,Menor,No perceptible,Ganado bovino
1229,75522,2009,Oaxaca,Santiago Ixtayutla,Incendios,Mediana,Mediana,No perceptible,Superficial
1230,75527,2009,Oaxaca,Santiago Amoltepec,Aprovechamientos forestales,Menor,No perceptible,No perceptible,"Leña seca, uso domestico"
1231,75527,2009,Oaxaca,Santiago Amoltepec,Asentamientos humanos,Menor,Menor,No perceptible,Casa
1232,75527,2009,Oaxaca,Santiago Amoltepec,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Cultivo de maiz
1233,75527,2009,Oaxaca,Santiago Amoltepec,Pastoreo,Menor,Menor,No perceptible,Vacuno
1234,75532,2009,Oaxaca,Santo Domingo Teojomulco,Aprovechamientos forestales,Menor,No perceptible,No perceptible,"Pocos cortes, leña"
1235,75532,2009,Oaxaca,Santo Domingo Teojomulco,Huracanes,Mediana,Mediana,No perceptible,ramas tiradas
